MC00035,Phoenix,TX,38.570627,-83.107389,1980-02-24,1980,Feb-80," 12,046.86 ",961,10,Yes,Yes,2.9,Fries,No,Morning,0.87
MC00036,Houston,TX,35.939398,-73.93894,1980-02-26,1980,Feb-80," 40,822.35 ",574,18,No,No,1.5,Desserts,No,Morning,1.29
MC00037,Houston,CA,31.901805,-110.182694,1980-02-27,1980,Feb-80," 45,941.76 ",976,7,Yes,Yes,4.1,Fries,Yes,Morning,1.38
MC00038,Philadelphia,TX,41.685583,-102.903321,1980-02-29,1980,Feb-80," 37,498.16 ",182,41,No,No,4.9,Drinks,No,Afternoon,1.25
MC00039,Los Angeles,AZ,41.271911,-99.46355,1980-03-02,1980,Mar-80," 28,885.74 ",425,26,No,No,2.1,Burgers,Yes,Morning,1.25
MC00040,Phoenix,TX,48.49228,-69.349461,1980-03-03,1980,Mar-80," 36,617.00 ",361,39,Yes,Yes,3.8,Happy Meal,Yes,Morning,1.15
MC00041,Dallas,AZ,46.598919,-68.767666,1980-03-05,1980,Mar-80," 38,127.51 ",823,26,Yes,No,3.5,Desserts,No,Afternoon,1.03
MC00042,San Jose,TX,29.919013,-88.511681,1980-03-06,1980,Mar-80," 40,766.70 ",570,17,Yes,Yes,1.5,Happy Meal,No,Afternoon,1.05
MC00043,Lagos,AZ,26.926211,-118.876539,1980-03-08,1980,Mar-80," 37,526.30 ",389,20,No,Yes,4.8,Fries,No,Late Night,1.25
MC00044,Philadelphia,PA,38.708739,-100.860638,1980-03-10,1980,Mar-80," 5,392.93 ",482,49,No,Yes,2.6,Desserts,Yes,Morning,1.06
MC00045,Chicago,TX,33.517257,-83.036344,1980-03-11,1980,Mar-80," 31,685.97 ",966,42,Yes,No,2.5,Desserts,Yes,Evening,1.45
MC00046,Dallas,AZ,45.629895,-113.102281,1980-03-13,1980,Mar-80," 18,638.90 ",966,21,No,No,4.9,Burgers,No,Morning,0.83
MC00047,Phoenix,TX,29.563548,-103.902676,1980-03-14,1980,Mar-80," 25,638.83 ",434,42,No,Yes,1.4,Desserts,Yes,Afternoon,1.15
MC00048,Phoenix,PA,42.874927,-67.139335,1980-03-16,1980,Mar-80," 8,381.68 ",925,20,Yes,Yes,2.3,Happy Meal,Yes,Afternoon,1.03
MC00049,San Jose,CA,28.492558,-113.245925,1980-03-18,1980,Mar-80," 31,174.22 ",460,10,No,Yes,3.5,Drinks,Yes,Evening,1.14
MC00050,San Diego,IL,29.212106,-115.1055,1980-03-19,1980,Mar-80," 46,263.59 ",333,50,Yes,Yes,1.9,Drinks,No,Morning,1.22
MC00051,Dallas,CA,37.546981,-121.376576,1980-03-21,1980,Mar-80," 15,924.41 ",281,32,Yes,No,4.7,Drinks,No,Late Night,0.99
MC00052,Houston,IL,29.328431,-69.68076,1980-03-22,1980,Mar-80," 17,042.85 ",90,43,Yes,No,2.6,Fries,Yes,Afternoon,1.24
MC00053,Los Angeles,NY,41.989843,-109.024772,1980-03-24,1980,Mar-80," 8,253.38 ",457,15,Yes,Yes,2.1,Desserts,No,Morning,1.12
MC00054,Dallas,TX,45.716243,-79.419943,1980-03-26,1980,Mar-80," 42,598.56 ",309,23,No,No,4.8,Desserts,Yes,Late Night,1.46
MC00055,Philadelphia,CA,38.6745,-111.054,1980-03-27,1980,Mar-80," 25,993.93 ",721,22,Yes,No,1.9,Fries,No,Morning,1.19
MC00056,Houston,TX,49.409775,-79.051412,1980-03-29,1980,Mar-80," 41,015.29 ",434,32,No,Yes,3.3,Happy Meal,Yes,Afternoon,0.98
MC00057,Lagos,CA,47.389286,-123.600679,1980-03-31,1980,Mar-80," 28,743.60 ",834,15,Yes,No,3.6,Desserts,Yes,Late Night,0.98
MC00058,Chicago,NY,35.802235,-121.661301,1980-04-01,1980,Apr-80," 14,448.24 ",689,42,Yes,Yes,1.2,Drinks,No,Afternoon,1.45
MC00059,Dallas,TX,40.513049,-88.181071,1980-04-03,1980,Apr-80," 25,101.39 ",567,49,Yes,Yes,4.1,Burgers,Yes,Afternoon,0.96
MC00060,Dallas,IL,41.432629,-78.670157,1980-04-04,1980,Apr-80," 11,379.31 ",548,12,No,Yes,5,Happy Meal,Yes,Morning,0.83
MC00061,Philadelphia,NY,44.807032,-114.417761,1980-04-06,1980,Apr-80," 26,370.08 ",313,44,Yes,Yes,4.4,Desserts,No,Afternoon,1.36
MC00062,San Jose,IL,42.131362,-101.636992,1980-04-08,1980,," 41,022.59 ",656,25,No,Yes,3.4,Drinks,Yes,Morning,0.83
MC00063,Lagos,CA,34.089499,-91.391476,1980-04-09,1980,Apr-80," 30,872.05 ",405,10,No,No,5,Burgers,No,Evening,1.05
MC00064,Lagos,AZ,43.700159,-111.799161,1980-04-11,1980,Apr-80," 38,041.60 ",814,8,No,Yes,2.2,Happy Meal,Yes,Evening,1.5
MC00065,Lagos,CA,25.916215,-99.169898,1980-04-12,1980,Apr-80," 15,093.75 ",715,38,Yes,No,2.7,Burgers,No,Afternoon,1.32
MC00066,San Diego,TX,35.910883,-105.54774,1980-04-14,1980,Apr-80," 9,206.78 ",734,43,Yes,Yes,1.8,Desserts,Yes,Late Night,1.48
MC00067,Houston,AZ,28.88219,-89.128516,1980-04-16,1980,Apr-80," 33,408.17 ",762,22,Yes,Yes,4.9,Burgers,Yes,Afternoon,1.32
MC00068,Los Angeles,TX,48.494423,-117.085013,1980-04-17,1980,Apr-80," 16,987.33 ",751,26,No,Yes,3.6,Drinks,Yes,Late Night,0.9
MC00069,Chicago,TX,46.446421,-115.879218,1980-04-19,1980,Apr-80," 28,882.10 ",399,16,No,Yes,4.6,Happy Meal,No,Afternoon,1.06
MC00070,San Jose,TX,25.235336,-74.218762,1980-04-20,1980,Apr-80," 26,056.12 ",872,32,No,No,3.6,Desserts,Yes,Late Night,1.15
MC00071,Los Angeles,NY,47.418614,-104.10275,1980-04-22,1980,Apr-80," 31,737.76 ",608,28,No,Yes,3.5,Drinks,No,Evening,1.01
MC00072,Philadelphia,TX,48.608668,-122.615577,1980-04-24,1980,Apr-80," 22,324.45 ",950,10,Yes,No,4.5,Drinks,No,Late Night,1.22
MC00073,Chicago,NY,34.330944,-92.301917,1980-04-25,1980,Apr-80," 33,038.08 ",384,20,No,No,3.8,Fries,Yes,Morning,1.01
MC00074,Chicago,AZ,38.868031,-78.806597,1980-04-27,1980,Apr-80," 28,691.60 ",158,31,Yes,No,4.2,Fries,No,Morning,0.84
MC00075,Houston,NY,37.405129,-109.84638,1980-04-28,1980,Apr-80," 12,147.67 ",514,36,Yes,No,3.4,Fries,Yes,Late Night,1.48
MC00076,Chicago,TX,35.059927,-87.864413,1980-04-30,1980,Apr-80," 43,542.21 ",921,8,No,No,3.3,Fries,No,Morning,0.81
MC00077,Dallas,CA,44.200766,-75.501821,1980-05-02,1980,May-80," 34,881.65 ",686,36,No,Yes,2.8,Happy Meal,No,Evening,1.22
MC00078,Chicago,CA,39.909182,-87.369117,1980-05-03,1980,May-80," 11,588.41 ",984,20,No,Yes,1,Desserts,Yes,Morning,1.03
MC00079,Los Angeles,TX,30.717297,-80.601884,1980-05-05,1980,May-80," 39,566.84 ",492,13,Yes,No,1.9,Desserts,No,Morning,1.24
MC00080,Chicago,AZ,36.683531,-71.29738,1980-05-06,1980,May-80," 39,222.89 ",605,8,Yes,Yes,1.5,Happy Meal,No,Evening,0.9
MC00081,San Jose,CA,36.138728,-82.727974,1980-05-08,1980,May-80," 25,412.05 ",156,10,Yes,No,4.2,Fries,Yes,Evening,0.81
MC00082,Philadelphia,CA,42.436242,-108.192516,1980-05-10,1980,May-80," 23,744.79 ",201,22,Yes,No,3.4,Fries,No,Morning,1.1
MC00083,Lagos,AZ,35.56982,-124.152239,1980-05-11,1980,May-80," 33,209.41 ",136,28,No,No,1.6,Drinks,No,Late Night,1.32
MC00084,San Jose,PA,36.738501,-76.526757,1980-05-13,1980,May-80," 23,891.36 ",838,48,No,Yes,2.3,Drinks,No,Afternoon,1.22
MC00085,San Antonio,CA,35.442676,-71.963017,1980-05-15,1980,May-80," 46,186.41 ",271,7,No,Yes,3.4,Drinks,No,Late Night,1.27
MC00086,Phoenix,CA,38.605128,-124.917156,1980-05-16,1980,May-80," 32,164.21 ",448,29,No,No,3.4,Desserts,No,Evening,1.44
MC00087,San Antonio,IL,46.201953,-124.523835,1980-05-18,1980,May-80," 30,221.73 ",677,14,No,No,2.5,Burgers,Yes,Evening,1.38
MC00088,Houston,TX,34.510853,-75.987452,1980-05-19,1980,May-80," 27,570.55 ",502,23,No,Yes,1.7,Drinks,No,Afternoon,1.45
MC00089,Dallas,TX,38.164638,-119.447045,1980-05-21,1980,May-80," 5,028.93 ",167,46,No,No,1.3,Drinks,No,Evening,1.25
MC00090,Los Angeles,CA,35.88646,-107.55219,1980-05-23,1980,May-80," 21,339.53 ",652,20,No,No,1.6,Happy Meal,No,Evening,1.17
MC00091,Lagos,CA,39.276649,-115.097122,1980-05-24,1980,May-80," 16,813.09 ",503,29,Yes,No,2.5,Desserts,Yes,Morning,1.15
MC00092,San Diego,TX,26.197727,-86.229158,1980-05-26,1980,May-80," 44,437.58 ",461,34,No,No,3.9,Burgers,Yes,Evening,0.95
MC00093,Los Angeles,PA,43.542724,-106.033564,1980-05-27,1980,May-80," 8,308.78 ",683,45,Yes,Yes,1.5,Fries,Yes,Morning,1.43
MC00094,Chicago,CA,40.137355,-82.099888,1980-05-29,1980,May-80," 20,380.40 ",173,26,Yes,Yes,1.9,Fries,Yes,Late Night,0.97
MC00095,San Diego,AZ,48.336809,-107.59367,1980-05-31,1980,May-80," 10,300.40 ",760,6,No,Yes,2.3,Drinks,Yes,Evening,1.04
MC00096,San Jose,CA,48.661524,-97.470879,1980-06-01,1980,Jun-80," 17,164.33 ",753,23,No,Yes,1,Happy Meal,No,Late Night,1.46
MC00097,San Antonio,CA,40.642385,-92.377142,1980-06-03,1980,Jun-80," 36,424.59 ",990,19,Yes,Yes,1.4,Burgers,No,Afternoon,1.21
MC00098,San Antonio,TX,28.056553,-84.803534,1980-06-04,1980,Jun-80," 40,806.80 ",395,42,Yes,No,1.2,Happy Meal,Yes,Late Night,1.17
MC00099,Philadelphia,NY,33.699348,-119.876666,1980-06-06,1980,Jun-80," 19,607.18 ",436,17,No,No,4,Fries,No,Late Night,1.22
MC00100,San Antonio,CA,43.318327,-106.633753,1980-06-08,1980,Jun-80," 38,395.82 ",97,32,No,No,2.6,Burgers,No,Morning,0.89
MC00101,Houston,NY,31.366878,-88.755282,1980-06-09,1980,Jun-80," 15,334.22 ",104,31,Yes,No,1.8,Burgers,Yes,Morning,1.29
MC00102,Houston,TX,37.174284,-97.502578,1980-06-11,1980,Jun-80," 24,066.20 ",209,15,Yes,Yes,4.7,Fries,No,Evening,0.94
MC00103,San Diego,TX,33.654764,-105.443571,1980-06-12,1980,Jun-80," 46,752.63 ",595,21,Yes,No,2.4,Burgers,No,Evening,0.89
MC00104,Los Angeles,CA,49.91231,-84.01092,1980-06-14,1980,Jun-80," 43,026.05 ",442,36,No,No,1.1,Burgers,No,Late Night,1.42
MC00105,Chicago,TX,36.375211,-97.552711,1980-06-16,1980,Jun-80," 13,435.48 ",432,36,Yes,Yes,4.9,Burgers,No,Late Night,1.27
MC00106,San Antonio,CA,37.823967,-124.881593,1980-06-17,1980,Jun-80," 31,967.07 ",384,21,No,No,2.2,Fries,Yes,Morning,1.06
MC00107,Lagos,NY,37.628296,-91.994961,1980-06-19,1980,Jun-80," 34,427.77 ",770,45,Yes,No,3.7,Fries,Yes,Late Night,1.16
MC00108,San Diego,IL,33.1132,-82.117984,1980-06-20,1980,Jun-80," 45,326.53 ",486,8,Yes,No,4,Drinks,Yes,Late Night,1.31
MC00109,Los Angeles,TX,42.997355,-95.277508,1980-06-22,1980,Jun-80," 48,396.18 ",305,16,Yes,No,5,Happy Meal,No,Evening,1.09
MC00110,Dallas,AZ,43.263872,-86.351957,1980-06-24,1980,Jun-80," 8,165.24 ",883,19,No,No,2.6,Happy Meal,No,Evening,1.24
MC00111,Philadelphia,PA,42.764313,-120.214561,1980-06-25,1980,Jun-80," 48,764.04 ",99,48,Yes,No,1.5,Fries,No,Late Night,1.12
MC00112,Dallas,CA,29.936139,-116.509744,1980-06-27,1980,Jun-80," 8,877.74 ",486,22,Yes,Yes,3.2,Fries,Yes,Afternoon,1.13
MC00113,Phoenix,IL,36.339335,-113.391183,1980-06-29,1980,Jun-80," 15,396.34 ",380,10,No,Yes,1.6,Happy Meal,Yes,Late Night,1.23
MC00114,Phoenix,CA,42.738676,-68.135152,1980-06-30,1980,Jun-80," 38,744.49 ",234,38,No,No,1.2,Desserts,No,Evening,1.15
MC00115,Philadelphia,AZ,25.802789,-70.297618,1980-07-02,1980,Jul-80," 38,392.08 ",832,16,No,Yes,2.5,Happy Meal,Yes,Afternoon,1.18
MC00116,Dallas,CA,45.236075,-91.983098,1980-07-03,1980,Jul-80," 21,215.78 ",757,44,No,Yes,4.7,Burgers,No,Afternoon,0.95
MC00117,Phoenix,CA,28.897247,-100.453455,1980-07-05,1980,Jul-80," 22,691.68 ",873,22,Yes,No,4.2,Happy Meal,Yes,Late Night,1.45
MC00118,Chicago,CA,49.062789,-124.731241,1980-07-07,1980,Jul-80," 49,598.55 ",563,35,No,No,4.7,Happy Meal,Yes,Morning,0.88
MC00119,Houston,TX,40.548738,-124.897659,1980-07-08,1980,Jul-80," 12,966.69 ",514,28,Yes,Yes,2.5,Drinks,Yes,Afternoon,0.86
MC00120,Houston,AZ,25.294082,-85.83176,1980-07-10,1980,Jul-80," 9,013.74 ",359,49,Yes,No,3.6,Drinks,No,Late Night,1.23
MC00121,San Antonio,NY,40.839454,-108.651797,1980-07-11,1980,Jul-80," 43,450.39 ",919,45,No,No,4.3,Fries,Yes,Late Night,1.18
MC00122,Dallas,CA,49.577829,-87.693404,1980-07-13,1980,Jul-80," 45,425.66 ",271,24,No,No,2.5,Burgers,Yes,Afternoon,1.14
MC00123,Phoenix,CA,30.250921,-112.442569,1980-07-15,1980,Jul-80," 38,409.82 ",554,39,Yes,No,1.9,Desserts,Yes,Late Night,0.82
MC00124,Philadelphia,CA,32.415691,-77.160261,1980-07-16,1980,Jul-80," 29,743.14 ",750,49,Yes,No,3.9,Drinks,Yes,Evening,1.42
MC00125,Los Angeles,CA,47.064184,-100.930857,1980-07-18,1980,Jul-80," 10,472.72 ",937,41,Yes,No,2.8,Fries,Yes,Late Night,1.15
MC00126,San Jose,TX,37.047929,-84.472778,1980-07-19,1980,Jul-80," 19,419.53 ",899,42,No,No,1.7,Drinks,No,Evening,1.44
MC00127,Phoenix,AZ,40.761857,-79.176974,1980-07-21,1980,Jul-80," 11,417.89 ",462,42,Yes,Yes,4,Fries,Yes,Evening,1.06
MC00128,Lagos,TX,42.054425,-121.796811,1980-07-23,1980,Jul-80," 12,902.64 ",209,40,No,Yes,1.8,Desserts,No,Late Night,1.49
MC00129,Phoenix,TX,25.600411,-79.655935,1980-07-24,1980,Jul-80," 47,759.82 ",492,34,No,No,3,Burgers,Yes,Morning,0.81
MC00130,Lagos,AZ,38.716182,-112.508642,1980-07-26,1980,Jul-80," 6,622.01 ",894,47,No,Yes,1.1,Happy Meal,Yes,Evening,1.26
MC00131,Philadelphia,CA,38.596123,-115.968106,1980-07-27,1980,Jul-80," 42,880.18 ",867,42,Yes,Yes,1.5,Happy Meal,No,Late Night,1.44
MC00132,Dallas,PA,36.191596,-108.440123,1980-07-29,1980,Jul-80," 27,731.86 ",900,48,Yes,Yes,4.6,Fries,Yes,Morning,1.06
MC00133,Phoenix,TX,46.786274,-102.719734,1980-07-31,1980,Jul-80," 30,070.47 ",464,23,No,No,4.7,Burgers,No,Morning,1.41
MC00134,San Jose,CA,34.719102,-120.689827,1980-08-01,1980,Aug-80," 49,815.51 ",181,30,No,Yes,4.3,Fries,Yes,Afternoon,0.8
MC00135,Chicago,TX,31.375421,-99.073339,1980-08-03,1980,Aug-80," 41,780.30 ",565,25,Yes,No,3.2,Fries,No,Evening,1.02
MC00136,Los Angeles,NY,38.494724,-109.488441,1980-08-04,1980,Aug-80," 49,523.37 ",411,6,Yes,Yes,1.4,Burgers,Yes,Evening,1.29
MC00137,Los Angeles,CA,28.019699,-85.87086,1980-08-06,1980,Aug-80," 17,747.97 ",261,9,No,No,3.1,Burgers,Yes,Morning,1.47
MC00138,San Jose,AZ,25.443965,-120.370799,1980-08-08,1980,Aug-80," 7,251.78 ",401,24,Yes,No,2.9,Drinks,Yes,Afternoon,0.94
MC00139,Dallas,TX,43.544163,-108.504259,1980-08-09,1980,Aug-80," 20,013.49 ",969,45,No,Yes,3.4,Desserts,Yes,Late Night,1.01
MC00140,Phoenix,IL,25.3564,-113.086409,1980-08-11,1980,Aug-80," 38,223.34 ",902,21,Yes,Yes,4.4,Fries,Yes,Evening,1.16
MC00141,Philadelphia,TX,33.316955,-76.43773,1980-08-13,1980,Aug-80," 18,191.61 ",583,27,No,Yes,3.1,Burgers,No,Evening,1.16
MC00142,Houston,AZ,36.432507,-92.393438,1980-08-14,1980,Aug-80," 30,821.13 ",928,8,Yes,Yes,2.4,Drinks,No,Morning,1.14
MC00143,Houston,CA,39.479092,-117.781077,1980-08-16,1980,Aug-80," 41,273.63 ",144,42,Yes,No,4.9,Drinks,No,Afternoon,1.35
MC00144,Los Angeles,TX,35.680037,-99.789727,1980-08-17,1980,Aug-80," 33,031.15 ",603,33,Yes,No,3.8,Desserts,Yes,Morning,1.45
MC00145,San Jose,TX,35.683727,-100.011083,1980-08-19,1980,Aug-80," 35,961.95 ",159,5,Yes,Yes,1.5,Drinks,Yes,Morning,1.44
MC00146,Philadelphia,PA,45.751069,-118.656645,1980-08-21,1980,Aug-80," 23,077.33 ",426,5,No,No,1.7,Drinks,Yes,Morning,1.09
MC00147,Phoenix,CA,25.471749,-80.214729,1980-08-22,1980,Aug-80," 17,197.60 ",969,19,Yes,Yes,4.1,Happy Meal,No,Afternoon,0.92
MC00148,San Antonio,TX,34.77497,-76.633184,1980-08-24,1980,Aug-80," 48,115.49 ",176,41,No,Yes,1.6,Burgers,No,Late Night,1.38
MC00149,San Jose,CA,27.64625,-111.953029,1980-08-25,1980,Aug-80," 21,398.87 ",883,28,No,No,4.4,Desserts,Yes,Evening,1.34
MC00150,San Antonio,CA,34.717857,-112.472526,1980-08-27,1980,Aug-80," 11,059.94 ",292,12,Yes,Yes,3.7,Happy Meal,Yes,Morning,1.39
MC00151,Phoenix,IL,40.926541,-93.110202,1980-08-29,1980,Aug-80," 20,582.74 ",228,11,No,Yes,2.3,Desserts,No,Evening,0.9
MC00152,San Diego,IL,35.727581,-112.013731,1980-08-30,1980,Aug-80," 7,569.02 ",324,44,Yes,No,4.1,Happy Meal,No,Late Night,1
MC00153,Houston,CA,37.082762,-101.554736,1980-09-01,1980,Sep-80," 21,598.91 ",774,40,No,No,3.4,Desserts,No,Evening,1.14
MC00154,Dallas,TX,28.773223,-73.565839,1980-09-02,1980,Sep-80," 16,424.75 ",900,43,Yes,No,4.3,Fries,No,Evening,1.34
MC00155,San Diego,CA,33.552877,-121.606235,1980-09-04,1980,Sep-80," 27,352.50 ",664,21,No,No,2.3,Happy Meal,Yes,Morning,1.06
MC00156,San Antonio,CA,37.976448,-92.381296,1980-09-06,1980,Sep-80," 6,017.11 ",949,11,Yes,Yes,2.7,Happy Meal,No,Evening,1.23
MC00157,San Jose,IL,38.281632,-103.973021,1980-09-07,1980,Sep-80," 17,261.48 ",99,47,Yes,No,1.6,Burgers,Yes,Late Night,1.1
MC00158,Philadelphia,PA,42.783505,-82.528949,1980-09-09,1980,Sep-80," 42,638.50 ",503,25,Yes,No,1.2,Fries,No,Evening,0.83
MC00159,Houston,CA,32.235211,-68.487664,1980-09-10,1980,Sep-80," 49,531.86 ",912,34,Yes,No,2.2,Desserts,Yes,Late Night,1.41
MC00160,Houston,NY,47.85404,-122.605444,1980-09-12,1980,Sep-80," 13,029.54 ",574,37,Yes,Yes,3.1,Fries,Yes,Late Night,1.03
MC00161,San Antonio,NY,42.895687,-78.291434,1980-09-14,1980,Sep-80," 28,102.14 ",338,34,No,Yes,4.4,Fries,Yes,Afternoon,1.18
MC00162,Los Angeles,PA,33.676212,-103.183892,1980-09-15,1980,Sep-80," 42,258.53 ",221,49,Yes,Yes,3.3,Drinks,No,Morning,1.01
MC00163,Philadelphia,CA,34.908211,-67.830114,1980-09-17,1980,Sep-80," 24,460.19 ",498,35,Yes,No,3.2,Drinks,No,Evening,1.01
MC00164,San Jose,CA,27.746969,-115.745793,1980-09-18,1980,Sep-80," 37,520.91 ",607,17,Yes,Yes,2,Desserts,Yes,Morning,1.16
MC00165,Houston,TX,38.440288,-74.823474,1980-09-20,1980,Sep-80," 26,418.56 ",968,7,Yes,Yes,1.5,Desserts,No,Late Night,1.38
MC00166,Chicago,CA,46.254828,-107.801734,1980-09-22,1980,Sep-80," 33,983.07 ",781,25,No,No,2.1,Fries,No,Evening,0.89
MC00167,Lagos,PA,37.758023,-118.303177,1980-09-23,1980,Sep-80," 44,906.73 ",504,35,No,Yes,2.5,Drinks,No,Morning,1.07
MC00168,San Antonio,PA,47.830153,-90.176443,1980-09-25,1980,Sep-80," 6,245.42 ",774,21,Yes,No,4.8,Desserts,Yes,Morning,0.8
MC00169,Lagos,NY,32.929333,-83.489163,1980-09-27,1980,Sep-80," 20,641.14 ",587,24,Yes,No,1.5,Drinks,Yes,Late Night,1.16
MC00170,Chicago,CA,37.302849,-120.65644,1980-09-28,1980,Sep-80," 32,998.17 ",566,22,No,Yes,3.6,Drinks,No,Morning,1.48
MC00171,San Antonio,PA,38.310394,-110.937498,1980-09-30,1980,Sep-80," 16,344.85 ",846,36,Yes,Yes,3.4,Happy Meal,Yes,Late Night,0.9
MC00172,Los Angeles,CA,26.44925,-83.404349,1980-10-01,1980,Oct-80," 24,387.81 ",101,32,No,Yes,3.1,Drinks,Yes,Late Night,1.36
MC00173,Chicago,TX,37.929354,-120.676249,1980-10-03,1980,Oct-80," 31,794.15 ",376,43,No,No,1.8,Drinks,Yes,Late Night,1.46
MC00174,Phoenix,IL,32.057465,-88.195959,1980-10-05,1980,Oct-80," 30,487.47 ",776,37,Yes,Yes,1.5,Burgers,No,Afternoon,1.09
